stud_number;first_name;last_name;gender;email;registration_date;payment_date;registration_fee;year
1642443;Marie Jose;LEGRAND;F;marie jose.legrand@etudiant.univ-rennes1.fr;2023-10-08;2023-10-08;23;2018
7456381;Germinal;DESGRE;M;germinal.desgre@etudiant.univ-rennes1.fr;2023-10-19;2023-10-19;23;2018
4097932;Cathy;JUBEAU;F;cathy.jubeau@etudiant.univ-rennes1.fr;2023-09-12;2023-09-12;23;2018
2906447;Hélène;LAILLER;H;helene.lailler@etudiant.univ-rennes1.fr;2023-10-25;2023-10-25;23;2018
8264536;Jerome;METIVIER;H;jerome.metivier@etudiant.univ-rennes1.fr;2023-10-18;2023-11-17;23;2018
5676653;Renaud;BOUIN;H;renaud.bouin@etudiant.univ-rennes1.fr;2023-10-05;2023-10-05;23;2018
5564982;Iris;CHEVALIER;W;iris.chevalier@etudiant.univ-rennes1.fr;2023-09-16;2023-09-16;23;2018
3619521;Théophile;PROUTIERE;H;theophile.proutiere@etudiant.univ-rennes1.fr;2023-10-24;2023-10-24;23;2018
8449746;Salah;HUPONT;H;salah.hupont@etudiant.univ-rennes1.fr;2023-10-14;2023-10-14;23;2018
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@etudiant.univ-rennes1.fr;2023-10-17;2023-11-16;23;2018
5500184;Christianne;BIOTTEAU;W;christianne.biotteau@etudiant.univ-rennes1.fr;2023-10-11;2023-10-11;23;2018
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@etudiant.univ-rennes1.fr;2023-09-16;2023-09-16;23;2018
5548333;Vivianne;RABOUIN;W;vivianne.rabouin@etudiant.univ-rennes1.fr;2023-10-10;2023-10-10;23;2018
4184809;Victoire;HARDOU;fille;victoire.hardou@etudiant.univ-rennes1.fr;2023-09-16;;23;2018
4239962;Conchita;SUTEAU;fille;conchita.suteau@etudiant.univ-rennes1.fr;2023-10-15;2023-10-15;23;2018
8851393;Annie;ROULLIER;fille;annie.roullier@etudiant.univ-rennes1.fr;2023-10-18;2023-10-18;23;2018
8446594;Alexia;CHAIGNEAU;fille;alexia.chaigneau@etudiant.univ-rennes1.fr;2023-09-17;2023-09-17;23;2018
549362;Joanny;SUBILEAU;H;joanny.subileau@etudiant.univ-rennes1.fr;2023-09-24;2023-10-24;23;2018
8347453;Régine;GEORGET;M;regine.georget@etudiant.univ-rennes1.fr;2023-10-19;2023-10-19;23;2018
2571528;Samira;CHAUVIERE;W;samira.chauviere@etudiant.univ-rennes1.fr;2023-09-22;2023-09-22;23;2018
